comment,cleaned_comment,tokenized_comment,stopwords_comment,stemmed_comment,cleaned_stemmed,sentiment_prediction
"Kalau menang judulnya jangan FULLHIGHLIGHT min.. Ganti jadi 
FULL SENYUM",kalau menang judulnya jangan fullhighlight min ganti jadi full senyum,"['kalau', 'menang', 'judulnya', 'jangan', 'fullhighlight', 'min', 'ganti', 'jadi', 'full', 'senyum']","['menang', 'judulnya', 'fullhighlight', 'min', 'ganti', 'full', 'senyum']","['menang', 'judul', 'fullhighlight', 'min', 'ganti', 'full', 'senyum']",menang judul fullhighlight min ganti full senyum,positive
Salem aldawswari tidak terlalu tinggi,salem aldawswari tidak terlalu tinggi,"['salem', 'aldawswari', 'tidak', 'terlalu', 'tinggi']","['salem', 'aldawswari']","['salem', 'aldawswari']",salem aldawswari,positive
Indonesiakuuu ❤❤❤,indonesiakuu,['indonesiakuu'],['indonesiakuu'],['indonesiakuu'],indonesiakuu,positive
Verdonk yes oke,verdonk yes oke,"['verdonk', 'yes', 'oke']","['verdonk', 'yes', 'oke']","['verdonk', 'yes', 'oke']",verdonk yes oke,positive
Keren 1 point yg sangat berharga...👍👍,keren point yang sangat berharga,"['keren', 'point', 'yang', 'sangat', 'berharga']","['keren', 'point', 'berharga']","['keren', 'point', 'harga']",keren point harga,positive
Gmn?menang pada sorak sorai donk.....makanya dukung sll kalah menang dah biasa jgn dihujat waktu kalah.......mrk juga berjuang mati matian dgn tenaga dan taktiknya.....hilangkan sifat egois kalo jd pendukung timnas.....dukung dukung sll supaya mrk jd semangat jgn ditekan......ok lah.....perlu diketahui buat yg egonya terlalu tinggi dan nyinyir sok tahu bahwa dlm perjuangan pasti ada pengorbanan.....ayo ayo dong kita dukung garuda melanglang buana....jgn pas menang ramai pas kalah ramai juga tp ramai hujatan....pokoknya garudaku melanglang buana bersama anak negri indonesia....semangat jdlah pendukung yg sejati....,gimana menang pada sorak sorai donk makanya dukung sll kalah menang sudah biasa jangan dihujat waktu kalah mrk juga berjuang mati matian dengan tenaga dan taktiknya hilangkan sifat egois kalau jadi pendukung timnas dukung dukung sll supaya mrk jadi semangat jangan ditekan ok lah perlu diketahui buat yang egonya terlalu tinggi dan nyinyir sok tahu bahwa dalam perjuangan pasti ada pengorbanan ayo ayo dong kita dukung garuda melanglang buana jangan pas menang ramai pas kalah ramai juga tapi ramai hujatan pokoknya garudaku melanglang buana bersama anak negri indonesia semangat jdlah pendukung yang sejati,"['gimana', 'menang', 'pada', 'sorak', 'sorai', 'donk', 'makanya', 'dukung', 'sll', 'kalah', 'menang', 'sudah', 'biasa', 'jangan', 'dihujat', 'waktu', 'kalah', 'mrk', 'juga', 'berjuang', 'mati', 'matian', 'dengan', 'tenaga', 'dan', 'taktiknya', 'hilangkan', 'sifat', 'egois', 'kalau', 'jadi', 'pendukung', 'timnas', 'dukung', 'dukung', 'sll', 'supaya', 'mrk', 'jadi', 'semangat', 'jangan', 'ditekan', 'ok', 'lah', 'perlu', 'diketahui', 'buat', 'yang', 'egonya', 'terlalu', 'tinggi', 'dan', 'nyinyir', 'sok', 'tahu', 'bahwa', 'dalam', 'perjuangan', 'pasti', 'ada', 'pengorbanan', 'ayo', 'ayo', 'dong', 'kita', 'dukung', 'garuda', 'melanglang', 'buana', 'jangan', 'pas', 'menang', 'ramai', 'pas', 'kalah', 'ramai', 'juga', 'tapi', 'ramai', 'hujatan', 'pokoknya', 'garudaku', 'melanglang', 'buana', 'bersama', 'anak', 'negri', 'indonesia', 'semangat', 'jdlah', 'pendukung', 'yang', 'sejati']","['gimana', 'menang', 'sorak', 'sorai', 'donk', 'dukung', 'sll', 'kalah', 'menang', 'dihujat', 'kalah', 'mrk', 'berjuang', 'mati', 'matian', 'tenaga', 'taktiknya', 'hilangkan', 'sifat', 'egois', 'pendukung', 'timnas', 'dukung', 'dukung', 'sll', 'mrk', 'semangat', 'ditekan', 'ok', 'egonya', 'nyinyir', 'sok', 'perjuangan', 'pengorbanan', 'ayo', 'ayo', 'dukung', 'garuda', 'melanglang', 'buana', 'pas', 'menang', 'ramai', 'pas', 'kalah', 'ramai', 'ramai', 'hujatan', 'pokoknya', 'garudaku', 'melanglang', 'buana', 'anak', 'negri', 'indonesia', 'semangat', 'jdlah', 'pendukung', 'sejati']","['gimana', 'menang', 'sorak', 'sorai', 'donk', 'dukung', 'sll', 'kalah', 'menang', 'hujat', 'kalah', 'mrk', 'juang', 'mati', 'mati', 'tenaga', 'taktik', 'hilang', 'sifat', 'egois', 'dukung', 'timnas', 'dukung', 'dukung', 'sll', 'mrk', 'semangat', 'tekan', 'ok', 'ego', 'nyinyir', 'sok', 'juang', 'korban', 'ayo', 'ayo', 'dukung', 'garuda', 'langlang', 'buana', 'pas', 'menang', 'ramai', 'pas', 'kalah', 'ramai', 'ramai', 'hujat', 'pokok', 'garuda', 'langlang', 'buana', 'anak', 'negri', 'indonesia', 'semangat', 'jdlah', 'dukung', 'sejati']",gimana menang sorak sorai donk dukung sll kalah menang hujat kalah mrk juang mati mati tenaga taktik hilang sifat egois dukung timnas dukung dukung sll mrk semangat tekan ok ego nyinyir sok juang korban ayo ayo dukung garuda langlang buana pas menang ramai pas kalah ramai ramai hujat pokok garuda langlang buana anak negri indonesia semangat jdlah dukung sejati,positive
Mantaaap timnas INDONESIA.....,mantaap timnas indonesia,"['mantaap', 'timnas', 'indonesia']","['mantaap', 'timnas', 'indonesia']","['mantaap', 'timnas', 'indonesia']",mantaap timnas indonesia,positive
Good garuda,good garuda,"['good', 'garuda']","['good', 'garuda']","['good', 'garuda']",good garuda,positive
Pihak gbk klo gabisa bikin rumput bagus minimal tebin tu garis lapangan lahh,pihak gbk kalau gabisa bikin rumput bagus minimal tebin itu garis lapangan lahh,"['pihak', 'gbk', 'kalau', 'gabisa', 'bikin', 'rumput', 'bagus', 'minimal', 'tebin', 'itu', 'garis', 'lapangan', 'lahh']","['gbk', 'gabisa', 'bikin', 'rumput', 'bagus', 'minimal', 'tebin', 'garis', 'lapangan', 'lahh']","['gbk', 'gabisa', 'bikin', 'rumput', 'bagus', 'minimal', 'tebin', 'garis', 'lapang', 'lahh']",gbk gabisa bikin rumput bagus minimal tebin garis lapang lahh,positive
Hubner ga masuk lune up y?,hubner tidak masuk lune up,"['hubner', 'tidak', 'masuk', 'lune', 'up']","['hubner', 'masuk', 'lune']","['hubner', 'masuk', 'lune']",hubner masuk lune,positive
"Klo mau lolos, sblm maret wajib tambah min 2 pemain naturalisasi lagi (miliano jonathans & pascal struijk) krn justin & ragnar ngga bisa main vs australia akibat akumulasi kartu kuning!!",kalau mau lolos sblm maret wajib tambah min pemain naturalisasi lagi miliano jonathans pascal struijk karena justin ragnar tidak bisa main versus australia akibat akumulasi kartu kuning,"['kalau', 'mau', 'lolos', 'sblm', 'maret', 'wajib', 'tambah', 'min', 'pemain', 'naturalisasi', 'lagi', 'miliano', 'jonathans', 'pascal', 'struijk', 'karena', 'justin', 'ragnar', 'tidak', 'bisa', 'main', 'versus', 'australia', 'akibat', 'akumulasi', 'kartu', 'kuning']","['lolos', 'sblm', 'maret', 'wajib', 'min', 'pemain', 'naturalisasi', 'miliano', 'jonathans', 'pascal', 'struijk', 'justin', 'ragnar', 'main', 'versus', 'australia', 'akibat', 'akumulasi', 'kartu', 'kuning']","['lolos', 'sblm', 'maret', 'wajib', 'min', 'main', 'naturalisasi', 'miliano', 'jonathans', 'pascal', 'struijk', 'justin', 'ragnar', 'main', 'versus', 'australia', 'akibat', 'akumulasi', 'kartu', 'kuning']",lolos sblm maret wajib min main naturalisasi miliano jonathans pascal struijk justin ragnar main versus australia akibat akumulasi kartu kuning,positive
"Perjuangan Hidup Mati Timnas Indonesia. Bravooo timnas.
Maret menyambut komplit Mees Hilgers, Kevin diks, ole romeny, jeirero R, Pascal S, Zilstra..... Sukses buat Timas Indonesia",perjuangan hidup mati timnas indonesia bravoo timnas maret menyambut komplit mees hilgers kevin diks ole romeny jeirero pascal zilstra sukses buat timas indonesia,"['perjuangan', 'hidup', 'mati', 'timnas', 'indonesia', 'bravoo', 'timnas', 'maret', 'menyambut', 'komplit', 'mees', 'hilgers', 'kevin', 'diks', 'ole', 'romeny', 'jeirero', 'pascal', 'zilstra', 'sukses', 'buat', 'timas', 'indonesia']","['perjuangan', 'hidup', 'mati', 'timnas', 'indonesia', 'bravoo', 'timnas', 'maret', 'menyambut', 'komplit', 'mees', 'hilgers', 'kevin', 'diks', 'ole', 'romeny', 'jeirero', 'pascal', 'zilstra', 'sukses', 'timas', 'indonesia']","['juang', 'hidup', 'mati', 'timnas', 'indonesia', 'bravoo', 'timnas', 'maret', 'sambut', 'komplit', 'mees', 'hilgers', 'kevin', 'diks', 'ole', 'romeny', 'jeirero', 'pascal', 'zilstra', 'sukses', 'timas', 'indonesia']",juang hidup mati timnas indonesia bravoo timnas maret sambut komplit mees hilgers kevin diks ole romeny jeirero pascal zilstra sukses timas indonesia,positive
"artinya.... keputusan STY tidak memainkan marcelino di pertandingan lawan jepang adalah keputusan terbaik.... 
Marcelino disimpan utk melawan ARAB SAUDI.... supaya tetap fit, dan pelatih arab saudi tidak bisa membaca kekuatan / strategi / senjata rahasia Timnas, yaitu Marcelino.",artinya keputusan sty tidak memainkan marcelino di pertandingan lawan jepang adalah keputusan terbaik marcelino disimpan untuk melawan arab saudi supaya tetap fit dan pelatih arab saudi tidak bisa membaca kekuatan strategi senjata rahasia timnas yaitu marcelino,"['artinya', 'keputusan', 'sty', 'tidak', 'memainkan', 'marcelino', 'di', 'pertandingan', 'lawan', 'jepang', 'adalah', 'keputusan', 'terbaik', 'marcelino', 'disimpan', 'untuk', 'melawan', 'arab', 'saudi', 'supaya', 'tetap', 'fit', 'dan', 'pelatih', 'arab', 'saudi', 'tidak', 'bisa', 'membaca', 'kekuatan', 'strategi', 'senjata', 'rahasia', 'timnas', 'yaitu', 'marcelino']","['keputusan', 'sty', 'memainkan', 'marcelino', 'pertandingan', 'lawan', 'jepang', 'keputusan', 'terbaik', 'marcelino', 'disimpan', 'melawan', 'arab', 'saudi', 'fit', 'pelatih', 'arab', 'saudi', 'membaca', 'kekuatan', 'strategi', 'senjata', 'rahasia', 'timnas', 'marcelino']","['putus', 'sty', 'main', 'marcelino', 'tanding', 'lawan', 'jepang', 'putus', 'baik', 'marcelino', 'simpan', 'lawan', 'arab', 'saudi', 'fit', 'latih', 'arab', 'saudi', 'baca', 'kuat', 'strategi', 'senjata', 'rahasia', 'timnas', 'marcelino']",putus sty main marcelino tanding lawan jepang putus baik marcelino simpan lawan arab saudi fit latih arab saudi baca kuat strategi senjata rahasia timnas marcelino,positive
Anak makassar kartu merah ✌,anak makassar kartu merah,"['anak', 'makassar', 'kartu', 'merah']","['anak', 'makassar', 'kartu', 'merah']","['anak', 'makassar', 'kartu', 'merah']",anak makassar kartu merah,positive
Sblum main yakin Timnas Indonesia menang🎉🎉🎉🎉,sblum main yakin timnas indonesia menang,"['sblum', 'main', 'yakin', 'timnas', 'indonesia', 'menang']","['sblum', 'main', 'timnas', 'indonesia', 'menang']","['sblum', 'main', 'timnas', 'indonesia', 'menang']",sblum main timnas indonesia menang,positive
"Lah di RCTI gue kok gak ada , malah dialihkan sinetron",lah di rcti saya kok tidak ada malah dialihkan sinetron,"['lah', 'di', 'rcti', 'saya', 'kok', 'tidak', 'ada', 'malah', 'dialihkan', 'sinetron']","['rcti', 'dialihkan', 'sinetron']","['rcti', 'alih', 'sinetron']",rcti alih sinetron,positive
struick titipan mulyono😂😂😂,struick titipan mulyono,"['struick', 'titipan', 'mulyono']","['struick', 'titipan', 'mulyono']","['struick', 'titip', 'mulyono']",struick titip mulyono,positive
Arhan gak di mainin,arhan tidak di mainin,"['arhan', 'tidak', 'di', 'mainin']","['arhan', 'mainin']","['arhan', 'mainin']",arhan mainin,positive
Editor lembur 😢,editor lembur,"['editor', 'lembur']","['editor', 'lembur']","['editor', 'lembur']",editor lembur,positive
"Alhamdulillah timnas di siarkan di RCTI , karena di bandingkan tv lain cuma RCTI yg bikin highlight menitnya panjang ga kaya tv sebelah highlight kok 1 mnt 😂",alhamdulillah timnas di siarkan di rcti karena di bandingkan tv lain cuma rcti yang bikin highlight menitnya panjang tidak kaya tv sebelah highlight kok mnt,"['alhamdulillah', 'timnas', 'di', 'siarkan', 'di', 'rcti', 'karena', 'di', 'bandingkan', 'tv', 'lain', 'cuma', 'rcti', 'yang', 'bikin', 'highlight', 'menitnya', 'panjang', 'tidak', 'kaya', 'tv', 'sebelah', 'highlight', 'kok', 'mnt']","['alhamdulillah', 'timnas', 'siarkan', 'rcti', 'bandingkan', 'tv', 'rcti', 'bikin', 'highlight', 'menitnya', 'kaya', 'tv', 'sebelah', 'highlight', 'mnt']","['alhamdulillah', 'timnas', 'siar', 'rcti', 'banding', 'tv', 'rcti', 'bikin', 'highlight', 'menit', 'kaya', 'tv', 'belah', 'highlight', 'mnt']",alhamdulillah timnas siar rcti banding tv rcti bikin highlight menit kaya tv belah highlight mnt,positive
Timnas menyalaaaaaaaaaa....!!!,timnas menyalaa,"['timnas', 'menyalaa']","['timnas', 'menyalaa']","['timnas', 'menyalaa']",timnas menyalaa,positive
Mantap Tim Nas maju terus .....,mantap tim nas maju terus,"['mantap', 'tim', 'nas', 'maju', 'terus']","['mantap', 'tim', 'nas', 'maju']","['mantap', 'tim', 'nas', 'maju']",mantap tim nas maju,positive
Jangan terlalu membesar-besarkan mnang ya bersyukur,jangan terlalu membesar besarkan mnang iya bersyukur,"['jangan', 'terlalu', 'membesar', 'besarkan', 'mnang', 'iya', 'bersyukur']","['membesar', 'besarkan', 'mnang', 'iya', 'bersyukur']","['besar', 'besar', 'mnang', 'iya', 'syukur']",besar besar mnang iya syukur,positive
MENYALA...MENYALA...MENYALA KAWAN KAWAN,menyala menyala menyala kawan kawan,"['menyala', 'menyala', 'menyala', 'kawan', 'kawan']","['menyala', 'menyala', 'menyala', 'kawan', 'kawan']","['nyala', 'nyala', 'nyala', 'kawan', 'kawan']",nyala nyala nyala kawan kawan,positive
Terimakasih RCTI gk pernah nanggung klo kasih highlight❤😊,terima kasih rcti tidak pernah nanggung kalau kasih highlight,"['terima', 'kasih', 'rcti', 'tidak', 'pernah', 'nanggung', 'kalau', 'kasih', 'highlight']","['terima', 'kasih', 'rcti', 'nanggung', 'kasih', 'highlight']","['terima', 'kasih', 'rcti', 'nanggung', 'kasih', 'highlight']",terima kasih rcti nanggung kasih highlight,positive
80% Naturalisasi.. Wow...,naturalisasi wow,"['naturalisasi', 'wow']","['naturalisasi', 'wow']","['naturalisasi', 'wow']",naturalisasi wow,positive
Bung ahay sampai nangis,bung ahay sampai nangis,"['bung', 'ahay', 'sampai', 'nangis']","['ahay', 'nangis']","['ahay', 'nang']",ahay nang,positive
"Dua tahun kedepan Timnas makin di depan..

Go Go Go !",dua tahun kedepan timnas makin di depan go go go,"['dua', 'tahun', 'kedepan', 'timnas', 'makin', 'di', 'depan', 'go', 'go', 'go']","['kedepan', 'timnas', 'go', 'go', 'go']","['depan', 'timnas', 'go', 'go', 'go']",depan timnas go go go,positive
Rizky ridho layak main di eropa,rizky ridho layak main di eropa,"['rizky', 'ridho', 'layak', 'main', 'di', 'eropa']","['rizky', 'ridho', 'layak', 'main', 'eropa']","['rizky', 'ridho', 'layak', 'main', 'eropa']",rizky ridho layak main eropa,positive
"Marselino menyelamatkan Indonesia termasuk coach kesayangannya STY. Netizen,ronde ini belum selesai, Indonesia masih banyak butuh poin lagi..jadi jangan banyak koar2 dulu ya.",marselino menyelamatkan indonesia termasuk coach kesayangannya sty netizen ronde ini belum selesai indonesia masih banyak butuh poin lagi jadi jangan banyak koar dulu iya,"['marselino', 'menyelamatkan', 'indonesia', 'termasuk', 'coach', 'kesayangannya', 'sty', 'netizen', 'ronde', 'ini', 'belum', 'selesai', 'indonesia', 'masih', 'banyak', 'butuh', 'poin', 'lagi', 'jadi', 'jangan', 'banyak', 'koar', 'dulu', 'iya']","['marselino', 'menyelamatkan', 'indonesia', 'coach', 'kesayangannya', 'sty', 'netizen', 'ronde', 'selesai', 'indonesia', 'butuh', 'poin', 'koar', 'iya']","['marselino', 'selamat', 'indonesia', 'coach', 'sayang', 'sty', 'netizen', 'ronde', 'selesai', 'indonesia', 'butuh', 'poin', 'koar', 'iya']",marselino selamat indonesia coach sayang sty netizen ronde selesai indonesia butuh poin koar iya,positive
"Terakhir bisa jadi goal, tapi namanya cape 😢, love u indonesia",terakhir bisa jadi goal tapi namanya cape love indonesia,"['terakhir', 'bisa', 'jadi', 'goal', 'tapi', 'namanya', 'cape', 'love', 'indonesia']","['goal', 'namanya', 'cape', 'love', 'indonesia']","['goal', 'nama', 'cape', 'love', 'indonesia']",goal nama cape love indonesia,positive
KASIMENANG,kasimenang,['kasimenang'],['kasimenang'],['kasimenang'],kasimenang,positive
Mantap indonesia 2 nol  melawan timnas arab saudi,mantap indonesia nol melawan timnas arab saudi,"['mantap', 'indonesia', 'nol', 'melawan', 'timnas', 'arab', 'saudi']","['mantap', 'indonesia', 'nol', 'melawan', 'timnas', 'arab', 'saudi']","['mantap', 'indonesia', 'nol', 'lawan', 'timnas', 'arab', 'saudi']",mantap indonesia nol lawan timnas arab saudi,positive
Mantab Indonesia 90% pemain liga 1 ❤,mantab indonesia pemain liga,"['mantab', 'indonesia', 'pemain', 'liga']","['mantab', 'indonesia', 'pemain', 'liga']","['mantab', 'indonesia', 'main', 'liga']",mantab indonesia main liga,positive
🤣Permainan kalo ama timnas indonesia negara mana pun rasanya seperti Liga indonesia,permainan kalau sama timnas indonesia negara mana pun rasanya seperti liga indonesia,"['permainan', 'kalau', 'sama', 'timnas', 'indonesia', 'negara', 'mana', 'pun', 'rasanya', 'seperti', 'liga', 'indonesia']","['permainan', 'timnas', 'indonesia', 'negara', 'liga', 'indonesia']","['main', 'timnas', 'indonesia', 'negara', 'liga', 'indonesia']",main timnas indonesia negara liga indonesia,positive
Ngeri seperti liat tim eropa yg maen.. Padahal timnas😢,ngeri seperti lihat tim eropa yang maen padahal timnas,"['ngeri', 'seperti', 'lihat', 'tim', 'eropa', 'yang', 'maen', 'padahal', 'timnas']","['ngeri', 'lihat', 'tim', 'eropa', 'maen', 'timnas']","['ngeri', 'lihat', 'tim', 'eropa', 'maen', 'timnas']",ngeri lihat tim eropa maen timnas,positive
"Tanpa mengecilkan peran pemain lain, calvin verdonk man of the match, pemain paling stabil sejauh ini",tanpa mengecilkan peran pemain lain calvin verdonk man of the match pemain paling stabil sejauh ini,"['tanpa', 'mengecilkan', 'peran', 'pemain', 'lain', 'calvin', 'verdonk', 'man', 'of', 'the', 'match', 'pemain', 'paling', 'stabil', 'sejauh', 'ini']","['mengecilkan', 'peran', 'pemain', 'calvin', 'verdonk', 'man', 'match', 'pemain', 'stabil']","['kecil', 'peran', 'main', 'calvin', 'verdonk', 'man', 'match', 'main', 'stabil']",kecil peran main calvin verdonk man match main stabil,positive
Terharuu nonton indo🥺,terharuu nonton indo,"['terharuu', 'nonton', 'indo']","['terharuu', 'nonton', 'indo']","['terharuu', 'nonton', 'indo']",terharuu nonton indo,positive
Main away tetap menyerang mantap,main away tetap menyerang mantap,"['main', 'away', 'tetap', 'menyerang', 'mantap']","['main', 'away', 'menyerang', 'mantap']","['main', 'away', 'serang', 'mantap']",main away serang mantap,positive
Alhamdulillah point pertama di putaran ke tiga kualifikasi piala dunia zona asia 2026,alhamdulillah point pertama di putaran ke tiga kualifikasi piala dunia zona asia,"['alhamdulillah', 'point', 'pertama', 'di', 'putaran', 'ke', 'tiga', 'kualifikasi', 'piala', 'dunia', 'zona', 'asia']","['alhamdulillah', 'point', 'putaran', 'kualifikasi', 'piala', 'dunia', 'zona', 'asia']","['alhamdulillah', 'point', 'putar', 'kualifikasi', 'piala', 'dunia', 'zona', 'asia']",alhamdulillah point putar kualifikasi piala dunia zona asia,positive
"Ternyata Marselino yang ""asli"" didikan SSB dalam negeri bisa tuh berasaing di Timnas. Masak yang lain ga bisa?",ternyata marselino yang asli didikan ssb dalam negeri bisa tuh berasaing di timnas masak yang lain tidak bisa,"['ternyata', 'marselino', 'yang', 'asli', 'didikan', 'ssb', 'dalam', 'negeri', 'bisa', 'tuh', 'berasaing', 'di', 'timnas', 'masak', 'yang', 'lain', 'tidak', 'bisa']","['marselino', 'asli', 'didikan', 'ssb', 'negeri', 'tuh', 'berasaing', 'timnas', 'masak']","['marselino', 'asli', 'dik', 'ssb', 'negeri', 'tuh', 'berasaing', 'timnas', 'masak']",marselino asli dik ssb negeri tuh berasaing timnas masak,positive
Joas banget mainya,joas banget mainya,"['joas', 'banget', 'mainya']","['joas', 'banget', 'mainya']","['joas', 'banget', 'mai']",joas banget mai,positive
Alhamdulillah 1 point perdana meskipun draw tapi tdk apa yo terus semangat garuda ❤,alhamdulillah point perdana meskipun draw tapi tidak apa yo terus semangat garuda,"['alhamdulillah', 'point', 'perdana', 'meskipun', 'draw', 'tapi', 'tidak', 'apa', 'yo', 'terus', 'semangat', 'garuda']","['alhamdulillah', 'point', 'perdana', 'draw', 'yo', 'semangat', 'garuda']","['alhamdulillah', 'point', 'perdana', 'draw', 'yo', 'semangat', 'garuda']",alhamdulillah point perdana draw yo semangat garuda,positive
