cleaned_stemmed,sentiment_prediction
level arab saudi kandang imbang tekan tuan rumah,positive
main marten paes udah nepis nepis penalti,negative
ayo garuda engkau terbang nkri harga mati,negative
terima kasih rcti bawa semangat heroik juang lapang bola tonton rumah bravo ayo indonesia,positive
woow keren indonesia bisangimbangin tim raksasa maju timnas indonesia hebat,positive
wow manteps indonesia gass,positive
malam al bulayhi berani ting,positive
kalah australia minimal imbang,negative
mantab tahan imbang arab saudi main kandang lawan moga leg menang,positive
bang paes ngetes ilmu bjir insyaallah lini indonesia aman,positive
mantap away lawan saudi udah hebat banget mah bantai saudi,positive
alhamdulillah baik indonesia negeri,positive
nonton siang udah pasang alarm mantep lh indonesia ngimbangin arab,positive
gila seru bangett,negative
marten paes dapet tausyiah indonesia,positive
imbang arab saudi komposisi tim main asli indonesia main belanda,positive
sehat sehat iya tki,positive
alahmdulillah main rcti best komentator fokus banget komentar tanding,positive
alhamdulillah ye allah,positive
peluang gol indonesia sayang tuhan cuman kasih gol,positive
arab mai ajah,positive
alhamdulillah timnas nyala dapet onr points juang,positive
timnas eropa main tingkat piala dunia mimpi angan trimakasih timnas juang tahan tingkat main piala dunia depan mata,positive
woii kasih tau towel ntar pingsan,positive
indonesia go dunia,positive
bagus maen gilaa rugi nonton marten paes,positive
ganteng ganteng,positive
alhamdulillah iya allah,positive
alhamhuhillah alhamhuhillah alhamhhllhh,positive
istimewa,positive
timnas senior tayangin tv belah alhamdulillah point kandang arab saudi,positive
rcti joss pelit,negative
alhamdulillah indonesia timnas dlu skrang kreen,positive
keren siih main asli orang smpe,positive
main timnas juang keras bravo timnas ku,positive
bangga banget rela begadang nonton timnas main muas arab bikin kerepot terima kasih rcti acak aus versus bahrain nonton uhh moga gin iya rcti pelit biar desa tonton timnas,positive
pahlawan negara,positive
mantap garuda peluang langkah,positive
gila vibenya ky pildun gaes,negative
haru terima kasih timnas,positive
sutingnya rcti emang joss tnpa detail beda rcti mnc succes brsma timnas,positive
terima kasih iya allah,positive
kreen abiis main timnas,positive
stadion keren banget,positive
towel towell main,positive
musuh australia menang striker australia versus bahrain kena kartu merahh,negative
menganggumkan pola main timnas maju garuda ku semangaat,positive
lihat ulama,positive
terima kasih itimnas indonesia ku persembahn baik,positive
jemaah jumat bahagia,positive
sya timnas zman boaz greg victor bonefo dkk latih jackson tiago timnas kepung habis tiup peluit smpai babak kepung habis tahan hrus jebol kalah,negative
luaar ber doa moga tgl timnas menang australia aamiin,positive
butuh ole depan,positive
mancini panik,negative
jam siang jt viewers,positive
kaki paes pas pinalti maju kah,positive
king indo bos,negative
bener salah masyarakat indonesia sabar gebu nungguin marteen paes main timnas emang gokil main,negative
nama main naturalisasi main lokal main mampu juang jaya olahraga indonesia,positive
hahahahaha mamam arab saudi indonesia skrng kelas wkwkwkwkw,positive
haru lihat juang timnas,positive
untung wasit kagak lht var asnawi msuk kotak penalti sblm tendang penalti ulang mnding mainin lgi asnawi,positive
peci merah nongol iya,negative
mantap mantap baik,positive
hasil imbang degdegan nunggu tanding enit,negative
alhamdulillah imbang indonesia main bagus ketar tir tim asia tenggara,positive
marten paes motm,negative
indonesia dominan kuasa lapang bagus bismillah menang,positive
roberto mancini ketar tir deg degan takut kalah indonesia,positive
alhamdulillah bravo timnas indonesia,positive
keren indonesia jos pokkoke,positive
pahlawan negara sambut,positive
wak haji doa umrah mujarab,negative
alhamdulillau,positive
arab saudi kalah argentina frustasi tim debut,negative
indonesia mental pildun,negative
mantuul indonesia,positive
alhamdulilah seri main bagus opor kelas dunia pamain sty orik tohir sukses amin,positive
mas ole romeny main iya,positive
peas bener bener tanggung main indonesia bener bener kualitas monoton main negatif football,negative
iya allah indonesia iso gawe mumet mancini ngimpi wae ora tekan,positive
lihat brengsek orang arab lihat main bola,negative
alhamdulillah hatur nuhun wak haji kawan kawan,positive
optimis episode kali teamnas garuda tampil piala dunia forza teamnas garuda,positive
mantap lumat china bahrain,positive
towel suruh melek tuhh,negative
kalah,negative
umroh tanah suci berdo sepenuh hati juang keras wak haji dkk buah manis alhamdulillah wa syukurillah gusti salut garuda kuu,positive
lolos pildun smoga indonesia masuk pildun aamiin,positive
ragnar onfire,negative
bangga main timnas level udah imbang negara asia eropa rena,positive
timnas keren,positive
arab slalu banyak drama,positive
indonesia gagal menang arab saudi hasil manah imbang indonesia,negative
pemuda guncang piala dunia,positive
best,positive
menit kocak nolongin paes rugi smpe bobol,negative
wow alhamdulillah match main optimis langsung lolos piala dunia ronde ronde,positive
hujat timnas sty nang pojok,negative
hebat babak tahan bombardir kembang babak hebat,positive
kerenn indonesiaa bangga,positive
menit peluang gol,positive
alhamdulillah raih poin timnas indonesia versus arab saudi,positive
gagah timnas indonesia menang gbk,positive
belanda versus arab saudi iya,positive
paes sengaja takel main lawan paes spesialis tendang penalti nyoba skill ngasih penalti lawan bukti ketenanganya,negative
kualitas rumput pengaruh main,negative
messi son ronaldo ragnar al bulayhi al bullyhi,negative
indonesia ku banget,positive
sumpah percaya timnas indonesia tau tau main udah tik taka lawan arab lawan malaysia susah banget lawan arab timnas arab kelimpungan,negative
umur kali lihat main timnas bagus jaman om sinyo aliandu timnas hibur jaman sty bangga harap lolos pildun,positive
towel,positive
baik good start sty squad curi poin tandang,positive
seri indonesia hebat peluang,positive
yess,positive
keren banget maennya timnas sih level dunia salut timnas tahan performance sisih pildun,positive
divingnya main arab qatar,positive
alhamdulillah draw winning fr indonesia,positive
alhamdulillah hasil bagus dng kawan super susah,positive
jos semangat insyaallah masuk piala dunia amin,positive
terima kasih rcti highlight lengkap,positive
tidur anying,positive
rcti best klaw siarin timnas,positive
habis tepis paes al dawsari nendangin bola mah tuh ngegolin udah kalah mental duluan,negative
thks rcti salah jadwal rangkum kren,negative
nunggu pinguin madagaskar ulah,negative
sayang banget umpan nyampe gol,negative
lupa beli minyak hajar jahannam indonesia,positive
towel kejang,positive
masya allah haji ragnar kuat jalur langit,positive
main keren,positive
muka bang tom merah,negative
tambah mairesmo hinoke,positive
tau martin paes udah timnas indonesia,positive
alhamdulilaah poin,positive
main indonesia bagus penuh keneranian,positive
nyala garuda,positive
slalu main mlm jum skenario biar jum atan full senyum,positive
chanel bikin gocek informasi skor tulis,negative
sisi kanan ngeri,positive
roberto mancini bro latih bawa city jaya itali juara euro imbang timnas indonesia debut nih putar gil gila gila arab drama kelar udah,positive
tumben bagus main iya harap akil individu rata,positive
bangga timnas,positive
jepan grub saing moga indo baik semangat truss,positive
joas banget mai,positive
kali nonton timnas main tenang lawan arab saudi kucing,neutral
next poin,positive
latih piala chiki aff pecat malu juru kunci korea selatan ngabisin duit rakyat pssi gaya bawa ank keluarga hasil nol zonk,negative
sekrang indo wajib hitung asia,positive
dik shin tae young,negative
alhamdulillah menang sempat umroh tanding,positive
keren sich main arab main emosi kasar kuat tenaga fans maaf rangking fifa angka group,positive
sengaja seri biar jatah haji engga rangin,negative
salut ragnar ampe ngos ngos nafas peluit tanding lari kendor nasionalisme lebih nasionalisme lokalpret,positive
marteen paes mao ngetes qualitas algojo penalti main asia,negative
serang kasih personal trainer hasil gila bener body ball naek handling ball bagus tinggal finishing,positive
saksi sejarah timnas indonesia,positive
seri asa menang go go timnas,positive
toal suara,positive
kayak liga inggris ok indonesia,positive
maen away asa main home keren suporter indonesia,positive
roberto mancini panik lihat timnas,negative
bravo teamnas indonesia asa piala dunia,positive
hadirin sidang jama ah jum bahagia alhamdulillah alhamdulillah alhamdulillah pulang bawa poin,positive
kena bantai alhamdulillah poin kandang lawan,positive
asli mah wajib masuk pildun main ngeri coii,positive
alhamdulillah modal patut syukur,positive
indonesia eropa bagus,positive
indonesia ku keren,positive
good rcti,positive
gilir indonesia arab saudi bantai,negative
highlightt,positive
starting line orang naturalisasi,positive
arab saudi latih mancini main kandang hasil tahan imbang alhamdulillah tidur,positive
timnas best bravo,positive
bangga banget indonesia hasil imbang peluang lolos piala dunia,positive
timnas mantap,positive
alhamdulillah iya allah negeri angkat drajat sepakbola aamiin,positive
garuda muda,positive
man match ragnar marteen paes,positive
terima kasih rcti tayang menit timnas tv belah,positive
bangga timnas kuat,positive
luarr,positive
salut sty kerja keras banget,positive
alhamdulillah hasil bagus dikte lawan main tara,positive
alhamdulillah bulan ngimbangi,positive
panik arab timnas janji,negative
kelas bang paes bertanggungjawab salah,negative
hokky caraka mending yakob sayur,negative
gokil boss sejarah main si saudi skrag level,negative
wasit kali main cantik,positive
nama timnas indonesia bagus kali nonton jos pokok top top,positive
gila gila kaya mimpi,negative
hebat timnas indonesia masuk gol bunuh,negative
rcti highlight mntap kaya ikan gabus pelit,negative
bangga garuda,positive
main timnas pusat timnas proges mantap coach sty,positive
hidup ernando ari,positive
nanyak ajar iya kn bgtowell,negative
indonesia bagus main tandang beban lapang rumput bagus luar beda rumput indonesia awehh struick ganti mas drajat hokky caraka ngotot main,positive
ragnar mati mati woi,negative
alhamdullilah mantap maenny,positive
lawan australia china bahrain menang,positive
main lokal nahan bola kontrol bola tomhaye imbang team asia mana,positive
alhamdulillah main timnas,positive
positip lolos iki,positive
thanks higlightnya rcti superr,positive
gwe deg timnas tanding lawa,negative
timnasku garuda dada tahan arab saudi trima ksh main sang jaga gawang paes gagal finalti arab saudi baravo marten paes brapo timnas garuda,negative
selamat tiem indonesia lanjut bikin gol biar semangat nyala,positive
kiper paes mantap salah penalti tepis,positive
bravo bravo bravo timnas indonesia,positive
main indonesia bagus bsa unggul,positive
iya allah moga timnas lolos pildun amin bismillah,positive
keren banget haru nang,positive
arab versus barat,positive
timnas keren poles striker,positive
away suporter ngeri,positive
nahan arab banggan tau lumbung gol arab saudi kembang prospek main,negative
bagus bget main tar dtg mess hilgers ole mauro kevin riedwald waahh,positive
ayo semangat indonesia,positive
kekurangn gelandang kreatif nasip evan mana skilmu diri sekarng main arap ekting kena sikit tumbang cengeng,positive
pokok cantik,positive
indonesia ubah,positive
mancini kaget cuk,positive
sumpah indonesian negara akhhjj keren ngt,negative
mental indonesia mantap,positive
allhamdulillah indonesia,positive
next lawan australia tuan rumah dukung rakyat indonesia raih point maksimal aamiin,positive
gacor bang marten,negative
alhamdulillah trmksh timnas hebat banget cari poin timnas arab saudi,positive
next australia moga dapet poin penuh poin,positive
roberto mancini sty boss,positive
thanks sty tims,positive
iya gass gbk,positive
argentina rematch ayo,positive
indonesia kah,positive
gbk tolong rumput bagusin timnas level main kandang kambing,positive
optimis lolos,positive
alhamdulillah nyolong poin,positive
slalu gol bunuh kaya diafc,negative
besok dateng gbk teror main australia chant full laga ayo raih poin kandang,positive
arab jatuh dikit peluit wasit tokai emang,negative
keren sih imbangin arab,positive
bukti peringkat fifa angka tanding resmi indonedia kualitas sepakbola patut hitung selamat indonesia garuda terbang,positive
